candidate,fold,feature,coefficient
compact_C0.01,3,diff_bullpen_whip_r20,-0.10361278275891457
compact_C0.01,3,diff_starter_era_r5,0.02098976019227051
compact_C0.01,3,diff_starter_whip_r5,0.009540792177292982
compact_C0.01,3,diff_starter_k9_r5,0.12425971340264921
compact_C0.01,3,diff_starter_bb9_r5,-0.018982965826627472
compact_C0.01,3,diff_starter_hr9_r5,0.01996028589549759
compact_C0.01,3,diff_starter_ip_r5,0.07460156703999907
compact_C0.01,3,diff_days_rest,-0.020431813657405398
compact_C0.01,3,diff_games_last7,0.023619052632248606
compact_C0.01,3,diff_bullpen_pitches_usage_3,0.031127435130089663
compact_C0.1,3,elo_home_prob,0.2818567158156256
compact_C0.1,3,diff_win_r20,-0.20750059131250487
compact_C0.1,3,diff_run_diff_r20,0.05032942658933645
compact_C0.1,3,diff_bat_ops_r20,0.0878182323336626
compact_C0.1,3,diff_bullpen_era_r20,0.058965933673060016
compact_C0.1,3,diff_bullpen_whip_r20,-0.15213892252648034
compact_C0.1,3,diff_starter_era_r5,0.01700492233485834
compact_C0.1,3,diff_starter_whip_r5,0.02970266723751278
compact_C0.1,3,diff_starter_k9_r5,0.1366289823492272
compact_C0.1,3,diff_starter_bb9_r5,-0.025814001178851628
compact_C0.1,3,diff_starter_hr9_r5,0.021321237168710722
compact_C0.1,3,diff_starter_ip_r5,0.09084293727084035
compact_C0.1,3,diff_days_rest,-0.02499485946635042
compact_C0.1,3,diff_games_last7,0.026770091085416847
compact_C0.1,3,diff_bullpen_pitches_usage_3,0.04236140403588966
